Slot_Group,Instrument,Resource_Function,Pogo_Ref,Pin_Num,Original_Net
Global,GND,DGND,P269,A4,DGND
Global,GND,DGND,P269,A6,DGND
Global,GND,DGND,P270,A10,DGND
Global,GND,DGND,P270,A8,DGND
Global,GND,DGND,P271,A3,DGND
Global,GND,DGND,P271,A5,DGND
Global,GND,DGND,P271,A7,DGND
Global,GND,DGND,P272,A11,DGND
Global,GND,DGND,P272,A9,DGND
Global,GND,AGND,P273,A11,AGND
Global,GND,AGND,P275,A11,AGND
Global,GND,AGND,P281,A11,AGND
Global,GND,AGND,P283,A11,AGND
Global,GND,AGND,P294,A11,AGND
Global,GND,AGND,P296,A11,AGND
Global,GND,AGND,P297,A11,AGND
Global,GND,AGND,P299,A11,AGND
Global,GND,AGND,P3,A11,AGND
Global,GND,AGND,P30,A10,AGND
Global,GND,AGND,P30,A11,AGND
Global,GND,AGND,P310,A11,AGND
Global,GND,AGND,P312,A11,AGND
Global,GND,AGND,P316,A7,AGND
Global,GND,AGND,P316,A8,AGND
Global,GND,AGND,P318,A7,AGND
Global,GND,AGND,P319,A8,AGND
Global,GND,AGND,P32,A10,AGND
Global,GND,AGND,P32,A11,AGND
Global,GND,DGND,P320,A10,DGND
Global,GND,DGND,P320,A2,DGND
Global,GND,DGND,P320,A4,DGND
Global,GND,DGND,P320,A6,DGND
Global,GND,DGND,P320,A8,DGND
Global,GND,AGND,P322,A7,AGND
Global,GND,AGND,P323,A8,AGND
Global,GND,DGND,P324,A11,DGND
Global,GND,DGND,P324,A3,DGND
Global,GND,DGND,P324,A5,DGND
Global,GND,DGND,P324,A7,DGND
Global,GND,DGND,P324,A9,DGND
Global,GND,AGND,P325,A7,AGND
Global,GND,AGND,P326,A8,AGND
Global,GND,AGND,P327,A7,AGND
Global,GND,AGND,P328,A8,AGND
Global,GND,AGND,P334,A11,AGND
Global,GND,AGND,P336,A11,AGND
Global,GND,AGND,P34,A11,AGND
Global,GND,AGND,P342,A11,AGND
Global,GND,AGND,P344,A11,AGND
Global,GND,AGND,P348,A7,AGND
Global,GND,AGND,P348,A8,AGND
Global,GND,AGND,P350,A7,AGND
Global,GND,AGND,P351,A8,AGND
Global,GND,AGND,P354,A7,AGND
Global,GND,AGND,P355,A8,AGND
Global,GND,AGND,P357,A7,AGND
Global,GND,AGND,P358,A8,AGND
Global,GND,AGND,P359,A7,AGND
Global,GND,AGND,P36,A11,AGND
Global,GND,AGND,P360,A8,AGND
Global,GND,AGND,P366,A11,AGND
Global,GND,AGND,P368,A11,AGND
Global,GND,AGND,P46,A11,AGND
Global,GND,AGND,P48,A11,AGND
Global,GND,AGND,P65,A11,AGND
Global,GND,AGND,P67,A11,AGND
Global,GND,DGND,P73,A11,DGND
Global,GND,DGND,P73,A3,DGND
Global,GND,DGND,P73,A5,DGND
Global,GND,DGND,P73,A7,DGND
Global,GND,DGND,P73,A9,DGND
Global,GND,AGND,P74,A7,AGND
Global,GND,AGND,P75,A8,AGND
Global,GND,DGND,P77,A10,DGND
Global,GND,DGND,P77,A2,DGND
Global,GND,DGND,P77,A4,DGND
Global,GND,DGND,P77,A6,DGND
Global,GND,DGND,P77,A8,DGND
Global,GND,AGND,P78,A7,AGND
Global,GND,AGND,P79,A8,AGND
Global,GND,AGND,P81,A7,AGND
Global,GND,AGND,P81,A8,AGND
Global,GND,AGND,P82,A7,AGND
Global,GND,AGND,P83,A8,AGND
Global,GND,AGND,P85,A7,AGND
Global,GND,AGND,P86,A8,AGND
Global,GND,AGND,P89,A11,AGND
Global,GND,AGND,P91,A11,AGND
Global,GND,AGND,P98,A11,AGND
N/A,N/A,unconnected-(P10-PadA10),P10,A10,unconnected-(P10-PadA10)
N/A,N/A,unconnected-(P10-PadA11),P10,A11,unconnected-(P10-PadA11)
N/A,N/A,unconnected-(P10-PadA8),P10,A8,unconnected-(P10-PadA8)
N/A,N/A,unconnected-(P10-PadA9),P10,A9,unconnected-(P10-PadA9)
N/A,N/A,unconnected-(P101-PadA2),P101,A2,unconnected-(P101-PadA2)
N/A,N/A,unconnected-(P101-PadA3),P101,A3,unconnected-(P101-PadA3)
N/A,N/A,unconnected-(P101-PadA4),P101,A4,unconnected-(P101-PadA4)
N/A,N/A,unconnected-(P101-PadA5),P101,A5,unconnected-(P101-PadA5)
N/A,N/A,unconnected-(P101-PadA6),P101,A6,unconnected-(P101-PadA6)
N/A,N/A,unconnected-(P101-PadA7),P101,A7,unconnected-(P101-PadA7)
N/A,N/A,unconnected-(P103-PadA2),P103,A2,unconnected-(P103-PadA2)
N/A,N/A,unconnected-(P103-PadA3),P103,A3,unconnected-(P103-PadA3)
N/A,N/A,unconnected-(P103-PadA4),P103,A4,unconnected-(P103-PadA4)
N/A,N/A,unconnected-(P103-PadA5),P103,A5,unconnected-(P103-PadA5)
N/A,N/A,unconnected-(P103-PadA6),P103,A6,unconnected-(P103-PadA6)
N/A,N/A,unconnected-(P103-PadA7),P103,A7,unconnected-(P103-PadA7)
N/A,N/A,unconnected-(P104-PadA2),P104,A2,unconnected-(P104-PadA2)
N/A,N/A,unconnected-(P104-PadA3),P104,A3,unconnected-(P104-PadA3)
N/A,N/A,unconnected-(P104-PadA4),P104,A4,unconnected-(P104-PadA4)
N/A,N/A,unconnected-(P104-PadA5),P104,A5,unconnected-(P104-PadA5)
N/A,N/A,unconnected-(P104-PadA6),P104,A6,unconnected-(P104-PadA6)
N/A,N/A,unconnected-(P104-PadA7),P104,A7,unconnected-(P104-PadA7)
N/A,N/A,unconnected-(P105-PadA2),P105,A2,unconnected-(P105-PadA2)
N/A,N/A,unconnected-(P106-PadA10),P106,A10,unconnected-(P106-PadA10)
N/A,N/A,unconnected-(P106-PadA11),P106,A11,unconnected-(P106-PadA11)
N/A,N/A,+5V,P106,A2,+5V
N/A,N/A,unconnected-(P106-PadA8),P106,A8,unconnected-(P106-PadA8)
N/A,N/A,unconnected-(P106-PadA9),P106,A9,unconnected-(P106-PadA9)
N/A,N/A,unconnected-(P107-PadA2),P107,A2,unconnected-(P107-PadA2)
N/A,N/A,unconnected-(P107-PadA3),P107,A3,unconnected-(P107-PadA3)
N/A,N/A,unconnected-(P107-PadA4),P107,A4,unconnected-(P107-PadA4)
N/A,N/A,unconnected-(P107-PadA5),P107,A5,unconnected-(P107-PadA5)
N/A,N/A,unconnected-(P107-PadA6),P107,A6,unconnected-(P107-PadA6)
N/A,N/A,unconnected-(P107-PadA7),P107,A7,unconnected-(P107-PadA7)
N/A,N/A,unconnected-(P109-PadA11),P109,A11,unconnected-(P109-PadA11)
N/A,N/A,unconnected-(P11-PadA10),P11,A10,unconnected-(P11-PadA10)
N/A,N/A,unconnected-(P11-PadA11),P11,A11,unconnected-(P11-PadA11)
N/A,N/A,unconnected-(P11-PadA8),P11,A8,unconnected-(P11-PadA8)
N/A,N/A,unconnected-(P11-PadA9),P11,A9,unconnected-(P11-PadA9)
N/A,N/A,unconnected-(P110-PadA10),P110,A10,unconnected-(P110-PadA10)
N/A,N/A,unconnected-(P110-PadA11),P110,A11,unconnected-(P110-PadA11)
N/A,N/A,+5V,P110,A2,+5V
N/A,N/A,unconnected-(P110-PadA8),P110,A8,unconnected-(P110-PadA8)
N/A,N/A,unconnected-(P110-PadA9),P110,A9,unconnected-(P110-PadA9)
N/A,N/A,unconnected-(P111-PadA2),P111,A2,unconnected-(P111-PadA2)
N/A,N/A,unconnected-(P111-PadA3),P111,A3,unconnected-(P111-PadA3)
N/A,N/A,unconnected-(P111-PadA4),P111,A4,unconnected-(P111-PadA4)
N/A,N/A,unconnected-(P111-PadA5),P111,A5,unconnected-(P111-PadA5)
N/A,N/A,unconnected-(P111-PadA6),P111,A6,unconnected-(P111-PadA6)
N/A,N/A,unconnected-(P111-PadA7),P111,A7,unconnected-(P111-PadA7)
N/A,N/A,JGND,P113,A10,JGND
N/A,N/A,unconnected-(P113-PadA2),P113,A2,unconnected-(P113-PadA2)
N/A,N/A,unconnected-(P113-PadA3),P113,A3,unconnected-(P113-PadA3)
N/A,N/A,unconnected-(P113-PadA4),P113,A4,unconnected-(P113-PadA4)
N/A,N/A,JGND,P113,A5,JGND
N/A,N/A,JGND,P113,A6,JGND
N/A,N/A,JGND,P113,A9,JGND
N/A,N/A,unconnected-(P114-PadA10),P114,A10,unconnected-(P114-PadA10)
N/A,N/A,unconnected-(P114-PadA11),P114,A11,unconnected-(P114-PadA11)
N/A,N/A,+5V,P114,A2,+5V
N/A,N/A,unconnected-(P114-PadA8),P114,A8,unconnected-(P114-PadA8)
N/A,N/A,unconnected-(P114-PadA9),P114,A9,unconnected-(P114-PadA9)
N/A,N/A,unconnected-(P115-PadA2),P115,A2,unconnected-(P115-PadA2)
N/A,N/A,unconnected-(P115-PadA3),P115,A3,unconnected-(P115-PadA3)
N/A,N/A,unconnected-(P115-PadA4),P115,A4,unconnected-(P115-PadA4)
N/A,N/A,unconnected-(P115-PadA5),P115,A5,unconnected-(P115-PadA5)
N/A,N/A,unconnected-(P115-PadA6),P115,A6,unconnected-(P115-PadA6)
N/A,N/A,unconnected-(P115-PadA7),P115,A7,unconnected-(P115-PadA7)
N/A,N/A,unconnected-(P117-PadA10),P117,A10,unconnected-(P117-PadA10)
N/A,N/A,unconnected-(P117-PadA11),P117,A11,unconnected-(P117-PadA11)
N/A,N/A,+5V,P117,A2,+5V
N/A,N/A,unconnected-(P117-PadA8),P117,A8,unconnected-(P117-PadA8)
N/A,N/A,unconnected-(P117-PadA9),P117,A9,unconnected-(P117-PadA9)
N/A,N/A,unconnected-(P118-PadA2),P118,A2,unconnected-(P118-PadA2)
N/A,N/A,unconnected-(P118-PadA3),P118,A3,unconnected-(P118-PadA3)
N/A,N/A,unconnected-(P118-PadA4),P118,A4,unconnected-(P118-PadA4)
N/A,N/A,unconnected-(P118-PadA5),P118,A5,unconnected-(P118-PadA5)
N/A,N/A,unconnected-(P118-PadA6),P118,A6,unconnected-(P118-PadA6)
N/A,N/A,unconnected-(P118-PadA7),P118,A7,unconnected-(P118-PadA7)
N/A,N/A,unconnected-(P119-PadA10),P119,A10,unconnected-(P119-PadA10)
N/A,N/A,unconnected-(P119-PadA11),P119,A11,unconnected-(P119-PadA11)
N/A,N/A,unconnected-(P119-PadA8),P119,A8,unconnected-(P119-PadA8)
N/A,N/A,unconnected-(P119-PadA9),P119,A9,unconnected-(P119-PadA9)
N/A,N/A,unconnected-(P120-PadA2),P120,A2,unconnected-(P120-PadA2)
N/A,N/A,unconnected-(P120-PadA3),P120,A3,unconnected-(P120-PadA3)
N/A,N/A,unconnected-(P120-PadA4),P120,A4,unconnected-(P120-PadA4)
N/A,N/A,unconnected-(P120-PadA5),P120,A5,unconnected-(P120-PadA5)
N/A,N/A,unconnected-(P120-PadA6),P120,A6,unconnected-(P120-PadA6)
N/A,N/A,unconnected-(P120-PadA7),P120,A7,unconnected-(P120-PadA7)
N/A,N/A,unconnected-(P122-PadA2),P122,A2,unconnected-(P122-PadA2)
N/A,N/A,unconnected-(P122-PadA3),P122,A3,unconnected-(P122-PadA3)
N/A,N/A,unconnected-(P122-PadA4),P122,A4,unconnected-(P122-PadA4)
N/A,N/A,unconnected-(P122-PadA5),P122,A5,unconnected-(P122-PadA5)
N/A,N/A,unconnected-(P122-PadA6),P122,A6,unconnected-(P122-PadA6)
N/A,N/A,unconnected-(P122-PadA7),P122,A7,unconnected-(P122-PadA7)
N/A,N/A,unconnected-(P124-PadA2),P124,A2,unconnected-(P124-PadA2)
N/A,N/A,unconnected-(P124-PadA3),P124,A3,unconnected-(P124-PadA3)
N/A,N/A,unconnected-(P124-PadA4),P124,A4,unconnected-(P124-PadA4)
N/A,N/A,unconnected-(P124-PadA5),P124,A5,unconnected-(P124-PadA5)
N/A,N/A,unconnected-(P124-PadA6),P124,A6,unconnected-(P124-PadA6)
N/A,N/A,unconnected-(P124-PadA7),P124,A7,unconnected-(P124-PadA7)
N/A,N/A,unconnected-(P126-PadA2),P126,A2,unconnected-(P126-PadA2)
N/A,N/A,unconnected-(P126-PadA3),P126,A3,unconnected-(P126-PadA3)
N/A,N/A,unconnected-(P126-PadA4),P126,A4,unconnected-(P126-PadA4)
N/A,N/A,unconnected-(P126-PadA5),P126,A5,unconnected-(P126-PadA5)
N/A,N/A,unconnected-(P126-PadA6),P126,A6,unconnected-(P126-PadA6)
N/A,N/A,unconnected-(P126-PadA7),P126,A7,unconnected-(P126-PadA7)
N/A,N/A,unconnected-(P127-PadA2),P127,A2,unconnected-(P127-PadA2)
N/A,N/A,unconnected-(P127-PadA3),P127,A3,unconnected-(P127-PadA3)
N/A,N/A,unconnected-(P127-PadA4),P127,A4,unconnected-(P127-PadA4)
N/A,N/A,unconnected-(P127-PadA5),P127,A5,unconnected-(P127-PadA5)
N/A,N/A,unconnected-(P127-PadA6),P127,A6,unconnected-(P127-PadA6)
N/A,N/A,unconnected-(P127-PadA7),P127,A7,unconnected-(P127-PadA7)
N/A,N/A,unconnected-(P128-PadA2),P128,A2,unconnected-(P128-PadA2)
N/A,N/A,unconnected-(P128-PadA3),P128,A3,unconnected-(P128-PadA3)
N/A,N/A,unconnected-(P128-PadA4),P128,A4,unconnected-(P128-PadA4)
N/A,N/A,unconnected-(P128-PadA5),P128,A5,unconnected-(P128-PadA5)
N/A,N/A,unconnected-(P128-PadA6),P128,A6,unconnected-(P128-PadA6)
N/A,N/A,unconnected-(P128-PadA7),P128,A7,unconnected-(P128-PadA7)
N/A,N/A,unconnected-(P129-PadA10),P129,A10,unconnected-(P129-PadA10)
N/A,N/A,unconnected-(P129-PadA11),P129,A11,unconnected-(P129-PadA11)
N/A,N/A,unconnected-(P129-PadA8),P129,A8,unconnected-(P129-PadA8)
N/A,N/A,unconnected-(P129-PadA9),P129,A9,unconnected-(P129-PadA9)
N/A,N/A,unconnected-(P13-PadA10),P13,A10,unconnected-(P13-PadA10)
N/A,N/A,unconnected-(P13-PadA11),P13,A11,unconnected-(P13-PadA11)
N/A,N/A,unconnected-(P13-PadA8),P13,A8,unconnected-(P13-PadA8)
N/A,N/A,unconnected-(P13-PadA9),P13,A9,unconnected-(P13-PadA9)
N/A,N/A,unconnected-(P130-PadA10),P130,A10,unconnected-(P130-PadA10)
N/A,N/A,unconnected-(P130-PadA11),P130,A11,unconnected-(P130-PadA11)
N/A,N/A,unconnected-(P130-PadA8),P130,A8,unconnected-(P130-PadA8)
N/A,N/A,unconnected-(P130-PadA9),P130,A9,unconnected-(P130-PadA9)
N/A,N/A,unconnected-(P131-PadA10),P131,A10,unconnected-(P131-PadA10)
N/A,N/A,unconnected-(P131-PadA11),P131,A11,unconnected-(P131-PadA11)
N/A,N/A,unconnected-(P131-PadA8),P131,A8,unconnected-(P131-PadA8)
N/A,N/A,unconnected-(P131-PadA9),P131,A9,unconnected-(P131-PadA9)
N/A,N/A,unconnected-(P133-PadA10),P133,A10,unconnected-(P133-PadA10)
N/A,N/A,unconnected-(P133-PadA11),P133,A11,unconnected-(P133-PadA11)
N/A,N/A,unconnected-(P133-PadA8),P133,A8,unconnected-(P133-PadA8)
N/A,N/A,unconnected-(P133-PadA9),P133,A9,unconnected-(P133-PadA9)
N/A,N/A,unconnected-(P135-PadA10),P135,A10,unconnected-(P135-PadA10)
N/A,N/A,unconnected-(P135-PadA11),P135,A11,unconnected-(P135-PadA11)
N/A,N/A,unconnected-(P135-PadA8),P135,A8,unconnected-(P135-PadA8)
N/A,N/A,unconnected-(P135-PadA9),P135,A9,unconnected-(P135-PadA9)
N/A,N/A,unconnected-(P137-PadA10),P137,A10,unconnected-(P137-PadA10)
N/A,N/A,unconnected-(P137-PadA3),P137,A3,unconnected-(P137-PadA3)
N/A,N/A,unconnected-(P137-PadA4),P137,A4,unconnected-(P137-PadA4)
N/A,N/A,unconnected-(P137-PadA5),P137,A5,unconnected-(P137-PadA5)
N/A,N/A,unconnected-(P137-PadA6),P137,A6,unconnected-(P137-PadA6)
N/A,N/A,unconnected-(P137-PadA7),P137,A7,unconnected-(P137-PadA7)
N/A,N/A,unconnected-(P137-PadA8),P137,A8,unconnected-(P137-PadA8)
N/A,N/A,unconnected-(P137-PadA9),P137,A9,unconnected-(P137-PadA9)
N/A,N/A,unconnected-(P138-PadA10),P138,A10,unconnected-(P138-PadA10)
N/A,N/A,unconnected-(P138-PadA11),P138,A11,unconnected-(P138-PadA11)
N/A,N/A,unconnected-(P138-PadA2),P138,A2,unconnected-(P138-PadA2)
N/A,N/A,unconnected-(P138-PadA3),P138,A3,unconnected-(P138-PadA3)
N/A,N/A,unconnected-(P138-PadA4),P138,A4,unconnected-(P138-PadA4)
N/A,N/A,unconnected-(P138-PadA5),P138,A5,unconnected-(P138-PadA5)
N/A,N/A,unconnected-(P138-PadA6),P138,A6,unconnected-(P138-PadA6)
N/A,N/A,unconnected-(P138-PadA7),P138,A7,unconnected-(P138-PadA7)
N/A,N/A,unconnected-(P138-PadA8),P138,A8,unconnected-(P138-PadA8)
N/A,N/A,unconnected-(P138-PadA9),P138,A9,unconnected-(P138-PadA9)
N/A,N/A,unconnected-(P139-PadA10),P139,A10,unconnected-(P139-PadA10)
N/A,N/A,unconnected-(P139-PadA3),P139,A3,unconnected-(P139-PadA3)
N/A,N/A,unconnected-(P139-PadA4),P139,A4,unconnected-(P139-PadA4)
N/A,N/A,unconnected-(P139-PadA5),P139,A5,unconnected-(P139-PadA5)
N/A,N/A,unconnected-(P139-PadA6),P139,A6,unconnected-(P139-PadA6)
N/A,N/A,unconnected-(P139-PadA7),P139,A7,unconnected-(P139-PadA7)
N/A,N/A,unconnected-(P139-PadA8),P139,A8,unconnected-(P139-PadA8)
N/A,N/A,unconnected-(P139-PadA9),P139,A9,unconnected-(P139-PadA9)
N/A,N/A,unconnected-(P140-PadA10),P140,A10,unconnected-(P140-PadA10)
N/A,N/A,unconnected-(P140-PadA11),P140,A11,unconnected-(P140-PadA11)
N/A,N/A,unconnected-(P140-PadA2),P140,A2,unconnected-(P140-PadA2)
N/A,N/A,unconnected-(P140-PadA3),P140,A3,unconnected-(P140-PadA3)
N/A,N/A,unconnected-(P140-PadA4),P140,A4,unconnected-(P140-PadA4)
N/A,N/A,unconnected-(P140-PadA5),P140,A5,unconnected-(P140-PadA5)
N/A,N/A,unconnected-(P140-PadA6),P140,A6,unconnected-(P140-PadA6)
N/A,N/A,unconnected-(P140-PadA7),P140,A7,unconnected-(P140-PadA7)
N/A,N/A,unconnected-(P140-PadA8),P140,A8,unconnected-(P140-PadA8)
N/A,N/A,unconnected-(P140-PadA9),P140,A9,unconnected-(P140-PadA9)
N/A,N/A,unconnected-(P141-PadA10),P141,A10,unconnected-(P141-PadA10)
N/A,N/A,unconnected-(P141-PadA3),P141,A3,unconnected-(P141-PadA3)
N/A,N/A,unconnected-(P141-PadA4),P141,A4,unconnected-(P141-PadA4)
N/A,N/A,unconnected-(P141-PadA6),P141,A6,unconnected-(P141-PadA6)
N/A,N/A,unconnected-(P141-PadA7),P141,A7,unconnected-(P141-PadA7)
N/A,N/A,unconnected-(P141-PadA9),P141,A9,unconnected-(P141-PadA9)
N/A,N/A,unconnected-(P142-PadA10),P142,A10,unconnected-(P142-PadA10)
N/A,N/A,unconnected-(P142-PadA11),P142,A11,unconnected-(P142-PadA11)
N/A,N/A,unconnected-(P142-PadA2),P142,A2,unconnected-(P142-PadA2)
N/A,N/A,unconnected-(P142-PadA3),P142,A3,unconnected-(P142-PadA3)
N/A,N/A,unconnected-(P142-PadA4),P142,A4,unconnected-(P142-PadA4)
N/A,N/A,unconnected-(P142-PadA5),P142,A5,unconnected-(P142-PadA5)
N/A,N/A,unconnected-(P142-PadA6),P142,A6,unconnected-(P142-PadA6)
N/A,N/A,unconnected-(P142-PadA7),P142,A7,unconnected-(P142-PadA7)
N/A,N/A,unconnected-(P142-PadA9),P142,A9,unconnected-(P142-PadA9)
N/A,N/A,unconnected-(P143-PadA10),P143,A10,unconnected-(P143-PadA10)
N/A,N/A,unconnected-(P143-PadA11),P143,A11,unconnected-(P143-PadA11)
N/A,N/A,unconnected-(P143-PadA2),P143,A2,unconnected-(P143-PadA2)
N/A,N/A,unconnected-(P143-PadA3),P143,A3,unconnected-(P143-PadA3)
N/A,N/A,unconnected-(P143-PadA4),P143,A4,unconnected-(P143-PadA4)
N/A,N/A,unconnected-(P143-PadA5),P143,A5,unconnected-(P143-PadA5)
N/A,N/A,unconnected-(P143-PadA6),P143,A6,unconnected-(P143-PadA6)
N/A,N/A,unconnected-(P143-PadA7),P143,A7,unconnected-(P143-PadA7)
N/A,N/A,unconnected-(P143-PadA8),P143,A8,unconnected-(P143-PadA8)
N/A,N/A,unconnected-(P143-PadA9),P143,A9,unconnected-(P143-PadA9)
N/A,N/A,unconnected-(P144-PadA10),P144,A10,unconnected-(P144-PadA10)
N/A,N/A,unconnected-(P144-PadA11),P144,A11,unconnected-(P144-PadA11)
N/A,N/A,unconnected-(P144-PadA2),P144,A2,unconnected-(P144-PadA2)
N/A,N/A,unconnected-(P144-PadA3),P144,A3,unconnected-(P144-PadA3)
N/A,N/A,unconnected-(P144-PadA4),P144,A4,unconnected-(P144-PadA4)
N/A,N/A,unconnected-(P144-PadA5),P144,A5,unconnected-(P144-PadA5)
N/A,N/A,unconnected-(P144-PadA6),P144,A6,unconnected-(P144-PadA6)
N/A,N/A,unconnected-(P144-PadA7),P144,A7,unconnected-(P144-PadA7)
N/A,N/A,unconnected-(P144-PadA9),P144,A9,unconnected-(P144-PadA9)
N/A,N/A,unconnected-(P145-PadA10),P145,A10,unconnected-(P145-PadA10)
N/A,N/A,unconnected-(P145-PadA11),P145,A11,unconnected-(P145-PadA11)
N/A,N/A,unconnected-(P145-PadA8),P145,A8,unconnected-(P145-PadA8)
N/A,N/A,unconnected-(P145-PadA9),P145,A9,unconnected-(P145-PadA9)
N/A,N/A,unconnected-(P146-PadA10),P146,A10,unconnected-(P146-PadA10)
N/A,N/A,unconnected-(P146-PadA11),P146,A11,unconnected-(P146-PadA11)
N/A,N/A,unconnected-(P146-PadA4),P146,A4,unconnected-(P146-PadA4)
N/A,N/A,unconnected-(P146-PadA7),P146,A7,unconnected-(P146-PadA7)
N/A,N/A,unconnected-(P146-PadA8),P146,A8,unconnected-(P146-PadA8)
N/A,N/A,unconnected-(P146-PadA9),P146,A9,unconnected-(P146-PadA9)
N/A,N/A,unconnected-(P147-PadA10),P147,A10,unconnected-(P147-PadA10)
N/A,N/A,unconnected-(P147-PadA11),P147,A11,unconnected-(P147-PadA11)
N/A,N/A,unconnected-(P147-PadA4),P147,A4,unconnected-(P147-PadA4)
N/A,N/A,unconnected-(P147-PadA7),P147,A7,unconnected-(P147-PadA7)
N/A,N/A,unconnected-(P147-PadA8),P147,A8,unconnected-(P147-PadA8)
N/A,N/A,unconnected-(P147-PadA9),P147,A9,unconnected-(P147-PadA9)
N/A,N/A,unconnected-(P148-PadA4),P148,A4,unconnected-(P148-PadA4)
N/A,N/A,unconnected-(P148-PadA5),P148,A5,unconnected-(P148-PadA5)
N/A,N/A,unconnected-(P148-PadA6),P148,A6,unconnected-(P148-PadA6)
N/A,N/A,unconnected-(P148-PadA7),P148,A7,unconnected-(P148-PadA7)
N/A,N/A,unconnected-(P149-PadA10),P149,A10,unconnected-(P149-PadA10)
N/A,N/A,unconnected-(P149-PadA11),P149,A11,unconnected-(P149-PadA11)
N/A,N/A,unconnected-(P149-PadA2),P149,A2,unconnected-(P149-PadA2)
N/A,N/A,unconnected-(P149-PadA3),P149,A3,unconnected-(P149-PadA3)
N/A,N/A,unconnected-(P149-PadA4),P149,A4,unconnected-(P149-PadA4)
N/A,N/A,unconnected-(P149-PadA5),P149,A5,unconnected-(P149-PadA5)
N/A,N/A,unconnected-(P149-PadA5),P149,A6,unconnected-(P149-PadA5)
N/A,N/A,unconnected-(P149-PadA5),P149,A7,unconnected-(P149-PadA5)
N/A,N/A,unconnected-(P149-PadA8),P149,A8,unconnected-(P149-PadA8)
N/A,N/A,unconnected-(P149-PadA9),P149,A9,unconnected-(P149-PadA9)
N/A,N/A,unconnected-(P15-PadA10),P15,A10,unconnected-(P15-PadA10)
N/A,N/A,unconnected-(P15-PadA11),P15,A11,unconnected-(P15-PadA11)
N/A,N/A,unconnected-(P15-PadA8),P15,A8,unconnected-(P15-PadA8)
N/A,N/A,unconnected-(P15-PadA9),P15,A9,unconnected-(P15-PadA9)
N/A,N/A,unconnected-(P150-PadA10),P150,A10,unconnected-(P150-PadA10)
N/A,N/A,unconnected-(P150-PadA2),P150,A2,unconnected-(P150-PadA2)
N/A,N/A,unconnected-(P150-PadA2),P150,A3,unconnected-(P150-PadA2)
N/A,N/A,unconnected-(P150-PadA4),P150,A4,unconnected-(P150-PadA4)
N/A,N/A,unconnected-(P150-PadA8),P150,A8,unconnected-(P150-PadA8)
N/A,N/A,unconnected-(P150-PadA8),P150,A9,unconnected-(P150-PadA8)
N/A,N/A,unconnected-(P151-PadA10),P151,A10,unconnected-(P151-PadA10)
N/A,N/A,unconnected-(P151-PadA11),P151,A11,unconnected-(P151-PadA11)
N/A,N/A,unconnected-(P151-PadA8),P151,A8,unconnected-(P151-PadA8)
N/A,N/A,unconnected-(P151-PadA9),P151,A9,unconnected-(P151-PadA9)
N/A,N/A,unconnected-(P152-PadA10),P152,A10,unconnected-(P152-PadA10)
N/A,N/A,unconnected-(P152-PadA2),P152,A2,unconnected-(P152-PadA2)
N/A,N/A,unconnected-(P152-PadA3),P152,A3,unconnected-(P152-PadA3)
N/A,N/A,unconnected-(P152-PadA4),P152,A4,unconnected-(P152-PadA4)
N/A,N/A,unconnected-(P152-PadA5),P152,A5,unconnected-(P152-PadA5)
N/A,N/A,unconnected-(P152-PadA5),P152,A6,unconnected-(P152-PadA5)
N/A,N/A,unconnected-(P152-PadA7),P152,A7,unconnected-(P152-PadA7)
N/A,N/A,unconnected-(P152-PadA8),P152,A8,unconnected-(P152-PadA8)
N/A,N/A,unconnected-(P152-PadA9),P152,A9,unconnected-(P152-PadA9)
N/A,N/A,unconnected-(P153-PadA10),P153,A10,unconnected-(P153-PadA10)
N/A,N/A,unconnected-(P153-PadA11),P153,A11,unconnected-(P153-PadA11)
N/A,N/A,unconnected-(P153-PadA8),P153,A8,unconnected-(P153-PadA8)
N/A,N/A,unconnected-(P153-PadA9),P153,A9,unconnected-(P153-PadA9)
N/A,N/A,unconnected-(P154-PadA10),P154,A10,unconnected-(P154-PadA10)
N/A,N/A,unconnected-(P154-PadA11),P154,A11,unconnected-(P154-PadA11)
N/A,N/A,unconnected-(P154-PadA8),P154,A8,unconnected-(P154-PadA8)
N/A,N/A,unconnected-(P154-PadA9),P154,A9,unconnected-(P154-PadA9)
N/A,N/A,unconnected-(P155-PadA10),P155,A10,unconnected-(P155-PadA10)
N/A,N/A,unconnected-(P155-PadA11),P155,A11,unconnected-(P155-PadA11)
N/A,N/A,unconnected-(P155-PadA8),P155,A8,unconnected-(P155-PadA8)
N/A,N/A,unconnected-(P155-PadA9),P155,A9,unconnected-(P155-PadA9)
N/A,N/A,unconnected-(P157-PadA10),P157,A10,unconnected-(P157-PadA10)
N/A,N/A,unconnected-(P157-PadA11),P157,A11,unconnected-(P157-PadA11)
N/A,N/A,unconnected-(P157-PadA8),P157,A8,unconnected-(P157-PadA8)
N/A,N/A,unconnected-(P157-PadA9),P157,A9,unconnected-(P157-PadA9)
N/A,N/A,unconnected-(P159-PadA10),P159,A10,unconnected-(P159-PadA10)
N/A,N/A,unconnected-(P159-PadA11),P159,A11,unconnected-(P159-PadA11)
N/A,N/A,unconnected-(P159-PadA8),P159,A8,unconnected-(P159-PadA8)
N/A,N/A,unconnected-(P159-PadA9),P159,A9,unconnected-(P159-PadA9)
N/A,N/A,unconnected-(P162-PadA10),P162,A10,unconnected-(P162-PadA10)
